Symbol,Company Name,Series,Industry,ISIN Code
CCL,CCL Products (India) Limited,EQ,29-Mar-95,INE498A01018
CDSL,Central Depository Services (India) Limited,EQ,16-Jul-19,INE08KP01019
CEATLTD,CEAT Limited,EQ,12-Apr-95,INE499A01024
CEIGALL,Ceigall India Limited,EQ,24-Dec-21,INE843D01027
CEINSYS,Ceinsys Tech Limited,EQ,25-May-95,INE500A01029
CELEBRITY,Celebrity Fashions Limited,EQ,11-Nov-22,INE0KL801015
CELLO,Cello World Limited,EQ,02-Aug-07,INE583C01021
CEMPRO,Cemindia Projects Limited,EQ,17-Jan-03,INE501A01019
CENTENKA,Century Enka Limited,EQ,29-Sep-10,INE288B01029
CENTEXT,Century Extrusions Limited,EQ,09-Mar-10,INE677H01012
CENTRALBK,Central Bank of India,EQ,27-Apr-21,INE0FHS01024
CENTRUM,Centrum Capital Limited,EQ,24-May-22,INE148O01028
CENTUM,Centum Electronics Limited,EQ,28-Jun-11,INE726L01019
CENTURYPLY,Century Plyboards (India) Limited,EQ,02-Nov-07,INE124G01033
CERA,Cera Sanitaryware Limited,EQ,18-Oct-95,INE393A01011
CESC,CESC Limited,EQ,24-Nov-09,INE947J01015
CEWATER,Concord Enviro Systems Limited,EQ,07-Aug-97,INE244A01016
CGCL,Capri Global Capital Limited,EQ,15-Feb-22,INE060X01026
CGPOWER,CG Power and Industrial Solutions Limited,EQ,16-Aug-21,INE872J01023
CHALET,Chalet Hotels Limited,EQ,18-Jun-19,INE03JI01017
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,EQ,29-Mar-95,INE041A01016
CHEMBOND,Chembond Material Technologies Limited,EQ,02-Apr-08,INE274G01010
CHEMBONDCH,Chembond Chemicals Limited,EQ,29-Jun-11,INE435G01025
CHEMCON,Chemcon Speciality Chemicals Limited,EQ,08-Dec-22,INE00OQ01016
CHEMFAB,Chemfab Alkalis Limited,EQ,18-Mar-11,INE320L01011
CHEMPLASTS,Chemplast Sanmar Limited,EQ,25-Sep-23,INE591D01014
CHENNPETRO,Chennai Petroleum Corporation Limited,EQ,05-Oct-17,INE393P01035
CHEVIOT,Cheviot Company Limited,EQ,30-Aug-95,INE303A01010
CHOICEIN,Choice International Limited,EQ,27-May-08,INE927C01020
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,EQ,31-Mar-22,INE411Y01011
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,EQ,18-Apr-07,INE836F01026
CIEINDIA,CIE Automotive India Limited,EQ,14-Mar-23,INE753U01022
CIFL,Capital India Finance Limited,EQ,12-Mar-03,INE361B01024
CIGNITITEC,Cigniti Technologies Limited,EQ,18-Sep-17,INE935N01020
CINELINE,Cineline India Limited,EQ,05-Jul-07,INE271C01023
CINEVISTA,Cinevista Limited,EQ,18-Dec-09,INE250K01012
CIPLA,Cipla Limited,EQ,21-Mar-17,INE192R01011
CLEAN,Clean Science and Technology Limited,EQ,01-Dec-21,INE505A01010
CLEDUCATE,CL Educate Limited,EQ,28-Jun-21,INE021O01019
CLSEL,Chaman Lal Setia Exports Limited,EQ,12-Jan-24,INE966A01022
CMSINFO,CMS Info Systems Limited,EQ,21-Apr-17,INE325C01035
CNL,Creative Newtech Limited,EQ,20-Dec-23,INE321T01012
COALINDIA,Coal India Limited,EQ,20-Dec-06,INE668D01028
COCHINSHIP,Cochin Shipyard Limited,EQ,03-Nov-20,INE266Y01019
COFFEEDAY,Coffee Day Enterprises Limited,EQ,21-Apr-08,INE360C01024
COFORGE,Coforge Limited,EQ,17-Jan-20,INE864X01013
COHANCE,Cohance Lifesciences Limited,EQ,10-Mar-21,INE03RS01027
COLPAL,Colgate Palmolive (India) Limited,EQ,06-Sep-22,INE0JS101016
COMPUSOFT,Compucom Software Limited,EQ,15-Jan-04,INE506A01018
COMSYN,Commercial Syn Bags Limited,EQ,30-May-03,INE089A01023
CONCOR,Container Corporation of India Limited,EQ,01-Dec-11,INE417B01040
CONCORDBIO,Concord Biotech Limited,EQ,20-Jan-15,INE341R01014
CONFIPET,Confidence Petroleum India Limited,EQ,11-Jan-08,INE477B01010
CONTROLPR,Control Print Limited,EQ,31-Dec-04,INE366A01041
CORALFINAC,Coral India Finance & Housing Limited,EQ,27-Jul-22,INE600Y01019
CORDSCABLE,Cords Cable Industries Limited,EQ,14-Sep-06,INE221B01012
COROMANDEL,Coromandel International Limited,EQ,19-Jul-17,INE256H01015
CORONA,CORONA Remedies Limited,EQ,19-Mar-21,INE07O001026
COSMOFIRST,COSMO FIRST LIMITED,EQ,31-Dec-07,INE738I01010
COUNCODOS,Country Condo's Limited,EQ,12-Dec-07,INE532F01054
CPCAP,CP Capital Limited,EQ,07-Sep-04,INE066A01021
CPEDU,Career Point Edutech Limited,EQ,10-May-95,INE126A01031
CPPLUS,Aditya Infotech Limited,EQ,12-Oct-21,INE546V01010
CRAFTSMAN,Craftsman Automation Limited,EQ,08-Apr-08,INE276C01014
CRAMC,Canara Robeco Asset Management Company Limited,EQ,08-Feb-95,INE230A01023
CREATIVEYE,Creative Eye Limited,EQ,17-Apr-96,INE158B01016
CREDITACC,CREDITACCESS GRAMEEN LIMITED,EQ,15-Dec-05,INE184H01027
CREST,Crest Ventures Limited,EQ,12-Apr-22,INE668G01021
CRISIL,CRISIL Limited,EQ,29-Sep-06,INE205B01023
CRIZAC,Crizac Limited,EQ,20-Jun-03,INE086A01029
CROMPTON,Crompton Greaves Consumer Electricals Limited,EQ,22-Nov-95,INE285A01027
CROWN,Crown Lifters Limited,EQ,10-Aug-11,INE819L01012
CSBBANK,CSB Bank Limited,EQ,30-Dec-22,INE050401020
CSLFINANCE,CSL Finance Limited,EQ,03-Aug-06,INE548C01032
CTE,Cambridge Technology Enterprises Limited,EQ,30-May-19,INE830C01026
CUB,City Union Bank Limited,EQ,28-Jul-10,INE778K01012
CUBEXTUB,Cubex Tubings Limited,EQ,17-Oct-22,INE02YR01019
CUMMINSIND,Cummins India Limited,EQ,28-Apr-06,INE296H01011
CUPID,Cupid Limited,EQ,24-Feb-10,INE753K01015
CYBERMEDIA,Cyber Media (India) Limited,EQ,21-Sep-23,INE0OV601013
CYBERTECH,Cybertech Systems And Software Limited,EQ,01-Jun-22,INE01QM01018
CYIENT,Cyient Limited,EQ,19-Oct-16,INE913H01037
CYIENTDLM,Cyient DLM Limited,EQ,02-Nov-07,INE306C01019
DABUR,Dabur India Limited,EQ,20-Aug-97,INE510A01028
DALBHARAT,Dalmia Bharat Limited,EQ,15-Feb-06,INE265F01028
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,EQ,16-Feb-24,INE010601016
DAMCAPITAL,Dam Capital Advisors Limited,EQ,30-Jan-24,INE0G5901015
DAMODARIND,Damodar Industries Limited,EQ,18-Aug-21,INE071N01016
DANGEE,Dangee Dums Limited,EQ,11-Feb-02,INE255A01020
DATAMATICS,Datamatics Global Services Limited,EQ,02-Nov-20,INE063P01018
DATAPATTNS,Data Patterns (India) Limited,EQ,29-Jun-17,INE406M01024
DAVANGERE,Davangere Sugar Company Limited,EQ,06-Oct-10,INE416L01017
DBCORP,D.B.Corp Limited,EQ,01-Nov-95,INE284A01012
DBEIL,Deepak Builders & Engineers India Limited,EQ,10-Nov-23,INE818W01011
DBL,Dilip Buildcon Limited,EQ,01-Mar-95,INE042A01014
DBOL,Dhampur Bio Organics Limited,EQ,15-Nov-11,INE122M01019
DBREALTY,Valor Estate Limited,EQ,20-Jun-11,INE778B01029
DBSTOCKBRO,DB (International) Stock Brokers Limited,EQ,30-May-22,INE04TZ01018
DCAL,Dishman Carbogen Amcis Limited,EQ,27-Apr-05,INE128A01029
DCBBANK,DCB Bank Limited,EQ,29-Mar-95,INE295A01018
DCI,Dc Infotech And Communication Limited,EQ,03-Aug-09,INE688J01023
DCM,DCM  Limited,EQ,16-Jun-04,INE369A01029
DCMFINSERV,DCM Financial Services Limited,EQ,05-Mar-24,INE777F01014
DCMNVL,DCM Nouvelle Limited,EQ,17-Jun-03,INE302A01020
DCMSHRIRAM,DCM Shriram Limited,EQ,26-Oct-09,INE201K01015
DCMSRIND,DCM Shriram Industries Limited,EQ,16-Aug-21,INE0GFE01018
DCW,DCW Limited,EQ,12-Apr-95,INE188A01015
DCXINDIA,DCX Systems Limited,EQ,24-Dec-20,INE0DNW01011
DDEVPLSTIK,Ddev Plastiks Industries Limited,EQ,18-Nov-22,INE963C01033
DECCANCE,Deccan Cements Limited,EQ,15-Jan-15,INE045J01026
DEEDEV,DEE Development Engineers Limited,EQ,04-Jul-13,INE220J01025
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,21-Sep-05,INE512B01022
DEEPAKNTR,Deepak Nitrite Limited,EQ,07-Aug-97,INE258B01022
DEEPINDS,Deep Industries Limited,EQ,08-Feb-95,INE171A01029
DELHIVERY,Delhivery Limited,EQ,30-Nov-23,INE007N01010
DELPHIFX,DELPHI WORLD MONEY LIMITED,EQ,16-Feb-22,INE296C01020
DELTACORP,Delta Corp Limited,EQ,19-Oct-06,INE737H01014
DELTAMAGNT,Delta Manufacturing Limited,EQ,29-Aug-11,INE816B01035
DEN,Den Networks Limited,EQ,15-Feb-95,INE235A01022
DENORA,De Nora India Limited,EQ,02-Jul-18,INE686Y01026
DENTA,Denta Water and Infra Solutions Limited,EQ,12-Nov-21,INE02NC01014
DEVIT,Dev Information Technology Limited,EQ,08-Feb-95,INE183A01024
DEVX,Dev Accelerator Limited,EQ,21-Nov-22,INE128S01021
DEVYANI,Devyani International Limited,EQ,01-Dec-23,INE00Y201027
DGCONTENT,Digicontent Limited,EQ,16-Oct-19,INE09N301011
DHAMPURSUG,Dhampur Sugar Mills Limited,EQ,08-Feb-95,INE529A01010
DHANBANK,Dhanlaxmi Bank Limited,EQ,24-Nov-21,INE593W01028
DHANUKA,Dhanuka Agritech Limited,EQ,16-Nov-21,INE976E01023
DHARMAJ,Dharmaj Crop Guard Limited,EQ,14-Feb-24,INE451A01017
DHRUV,Dhruv Consultancy Services Limited,EQ,09-May-07,INE061F01013
DHUNINV,Dhunseri Investments Limited,EQ,05-May-03,INE519A01011
DIACABS,Diamond Power Infrastructure Limited,EQ,22-Feb-07,INE684F01012
DIAMINESQ,Diamines & Chemicals Limited,EQ,15-Nov-22,INE139R01012
DIAMONDYD,Prataap Snacks Limited,EQ,20-Apr-05,INE524A01029
DICIND,DIC India Limited,EQ,11-Oct-00,INE036B01030
DIFFNKG,Diffusion Engineers Limited,EQ,02-Apr-97,INE129A01019
DIGIDRIVE,Digidrive Distributors Limited,EQ,08-Feb-18,INE600K01018
DIGISPICE,DiGiSPICE Technologies Limited,EQ,30-Nov-23,INE717W01049
DIGITIDE,Digitide Solutions Limited,EQ,31-Jan-07,INE524B01027
DIGJAMLMTD,Digjam Limited,EQ,09-Mar-15,INE845D01014
DISHTV,Dish TV India Limited,EQ,16-Sep-21,INE388A01029
DIVGIITTS,Divgi Torqtransfer Systems Limited,EQ,02-Mar-07,INE460C01014
DIVISLAB,Divi's Laboratories Limited,EQ,28-Jul-17,INE335W01016
DIXON,Dixon Technologies (India) Limited,EQ,03-Apr-07,INE276A01018
DLF,DLF Limited,EQ,22-Mar-22,INE079J01017
DLINKINDIA,D-Link (India) Limited,EQ,04-Oct-06,INE916G01016
DMART,Avenue Supermarts Limited,EQ,06-Mar-20,INE669X01024
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,EQ,16-Feb-21,INE854S01022
DNAMEDIA,Diligent Media Corporation Limited,EQ,23-Jan-03,INE727B01026
DODLA,Dodla Dairy Limited,EQ,03-Jul-23,INE06H201014
DOLATALGO,Dolat Algotech Limited,EQ,16-Feb-15,INE949P01018
DOLLAR,Dollar Industries Limited,EQ,08-Jul-05,INE955D01029
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,EQ,01-Jul-05,INE007B01023
DOMS,DOMS Industries Limited,EQ,19-Apr-00,INE878A01011
DONEAR,Donear Industries Limited,EQ,27-Nov-06,INE017A01032
DPABHUSHAN,D. P. Abhushan Limited,EQ,25-May-95,INE538A01037
DPSCLTD,DPSC Limited,EQ,31-Jul-03,INE539A01019
DPWIRES,D P Wires Limited,EQ,12-Jun-23,INE0PA801013
DRCSYSTEMS,DRC Systems India Limited,EQ,08-May-96,INE289B01019
DREAMFOLKS,Dreamfolks Services Limited,EQ,25-Oct-17,INE481Y01014
DREDGECORP,Dredging Corporation of India Limited,EQ,30-Jul-03,INE322A01010
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,10-May-95,INE424C01010
DSSL,Dynacons Systems & Solutions Limited,EQ,08-Feb-95,INE162A01010
DTIL,Dhunseri Tea & Industries Limited,EQ,20-Nov-20,INE068V01023
DUCON,Ducon Infratechnologies Limited,EQ,15-Dec-00,INE159A01016
DVL,Dhunseri Ventures Limited,EQ,07-Feb-00,INE935A01035
DWARKESH,Dwarikesh Sugar Industries Limited,EQ,07-Oct-20,INE581X01021
DYCL,Dynamic Cables Limited,EQ,23-Sep-09,INE615I01010
DYNAMATECH,Dynamatic Technologies Limited,EQ,26-Apr-24,INE350Z01018
DYNPRO,Dynemic Products Limited,EQ,06-Aug-21,INE03Q201024
EASEMYTRIP,Easy Trip Planners Limited,EQ,23-Aug-95,INE075D01018
EBGNG,GNG Electronics Limited,EQ,17-Dec-97,INE131A01031
ECLERX,eClerx Services Limited,EQ,05-Mar-18,INE541A01023
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,EQ,21-Aug-06,INE776C01039
EDELWEISS,Edelweiss Financial Services Limited,EQ,23-Mar-22,INE0CU601026
EFCIL,EFC (I) Limited,EQ,26-Sep-16,INE934S01014
EICHERMOT,Eicher Motors Limited,EQ,17-May-95,INE113A01013
EIDPARRY,EID Parry India Limited,EQ,05-Jun-07,INE426D01013
EIEL,Enviro Infra Engineers Limited,EQ,26-Jun-14,INE077F01035
EIFFL,Euro India Fresh Foods Limited,EQ,30-Nov-21,INE0BJS01011
EIHAHOTELS,EIH Associated Hotels Limited,EQ,24-Jul-96,INE260B01028
EIHOTEL,EIH Limited,EQ,16-Oct-17,INE850D01014
EIMCOELECO,Eimco Elecon (India) Limited,EQ,20-Jun-01,INE102D01028
EKC,Everest Kanto Cylinder Limited,EQ,25-Feb-03,INE233A01035
ELDEHSG,Eldeco Housing And Industries Limited,EQ,05-Jan-10,INE484J01027
ELECON,Elecon Engineering Company Limited,EQ,27-Apr-05,INE887G01027
ELECTCAST,Electrosteel Castings Limited,EQ,11-Mar-16,INE314T01025
ELECTHERM,Electrotherm (India) Limited,EQ,29-Aug-05,INE025B01025
ELGIEQUIP,Elgi Equipments Limited,EQ,11-Apr-01,INE805A01014
ELGIRUBCO,Elgi Rubber Company Limited,EQ,08-Jan-15,INE127I01024
ELIN,Elin Electronics Limited,EQ,14-Mar-24,INE0L9R01028
ELLEN,Ellenbarrie Industrial Gases Limited,EQ,25-Apr-06,INE177H01021
EMAMILTD,Emami Limited,EQ,09-Sep-10,INE517F01014
EMAMIPAP,Emami Paper Mills Limited,EQ,29-Feb-24,INE486R01017
EMAMIREAL,Emami Realty Limited,EQ,11-Jul-16,INE390G01014
EMCURE,Emcure Pharmaceuticals Limited,EQ,20-Jun-05,INE101D01020
EMIL,Electronics Mart India Limited,EQ,07-Feb-03,INE371A01025
EMKAY,Emkay Global Financial Services Limited,EQ,10-May-95,INE047A01021
EMMBI,Emmbi Industries Limited,EQ,16-Nov-10,INE024L01027
EMMVEE,Emmvee Photovoltaic Power Limited,EQ,09-Sep-04,INE224A01026
EMSLIMITED,EMS Limited,EQ,02-Mar-15,INE544R01021
EMUDHRA,eMudhra Limited,EQ,23-Oct-19,INE08ZM01014
ENDURANCE,Endurance Technologies Limited,EQ,06-Mar-96,INE461C01038
ENERGYDEV,Energy Development Company Limited,EQ,11-Sep-06,INE536A01023
ENGINERSIN,Engineers India Limited,EQ,19-Jul-21,INE201P01022
ENIL,Entertainment Network (India) Limited,EQ,07-Sep-22,INE192H01020
ENRIN,Siemens Energy India Limited,EQ,14-Jul-16,INE646C01018
ENTERO,Entero Healthcare Solutions Limited,EQ,12-Feb-15,INE137I01015
EPACK,EPACK Durable Limited,EQ,10-Oct-18,INE382Z01011
EPACKPEB,EPack Prefab Technologies Limited,EQ,03-Feb-22,INE291A01017
EPIGRAL,Epigral Limited,EQ,06-Sep-95,INE026A01025
EPL,EPL Limited,EQ,23-Mar-23,INE0JSX01015
EQUITASBNK,Equitas Small Finance Bank Limited,EQ,16-Feb-06,INE246F01010
ERIS,Eris Lifesciences Limited,EQ,07-Mar-08,INE871H01011
ESABINDIA,Esab India Limited,EQ,09-Nov-06,INE221H01019
ESAFSFB,ESAF Small Finance Bank Limited,EQ,04-Jul-17,INE869I01013
ESCORTS,Escorts Kubota Limited,EQ,19-Oct-04,INE742B01025
ESSARSHPNG,Essar Shipping Limited,EQ,07-Aug-97,INE186A01019
ESSENTIA,Integra Essentia Limited,EQ,04-Jun-07,INE826C01016
ESTER,Ester Industries Limited,EQ,15-Sep-15,INE844O01030
ETERNAL,ETERNAL LIMITED,EQ,09-Oct-96,INE610B01024
ETHOSLTD,Ethos Limited,EQ,31-Jul-14,INE635Q01029
EUREKAFORB,Eureka Forbes Limited,EQ,24-Sep-04,INE586G01017
EUROBOND,Euro Panel Products Limited,EQ,28-Jan-15,INE255D01024
EUROPRATIK,Euro Pratik Sales Limited,EQ,06-Sep-22,INE382T01030
EVEREADY,Eveready Industries India Limited,EQ,28-Mar-18,INE066F01020
EVERESTIND,Everest Industries Limited,EQ,17-Sep-20,INE419U01012
EXCEL,Excel Realty N Infra Limited,EQ,27-Dec-23,INE330T01021
EXCELINDUS,Excel Industries Limited,EQ,12-Apr-22,INE626Z01029
EXCELSOFT,Excelsoft Technologies Limited,EQ,13-Apr-22,INE00EV01017
EXICOM,Exicom Tele-Systems Limited,EQ,08-Feb-95,INE544A01019
EXIDEIND,Exide Industries Limited,EQ,26-Sep-22,INE0JUS01029
EXPLEOSOL,Expleo Solutions Limited,EQ,25-Feb-10,INE982F01036
EXXARO,Exxaro Tiles Limited,EQ,20-Jun-14,INE473B01035
FABTECH,Fabtech Technologies Limited,EQ,21-Mar-01,INE176B01034
FACT,Fertilizers and Chemicals Travancore Limited,EQ,16-Feb-00,INE293B01029
FAIRCHEMOR,Fairchem Organics Limited,EQ,04-Jan-07,INE292B01021
FCL,Fineotex Chemical Limited,EQ,23-Jul-18,INE550B01022
FCSSOFT,FCS Software Solutions Limited,EQ,01-Apr-03,INE549A01026
FDC,FDC Limited,EQ,30-Mar-16,INE075I01017
FEDERALBNK,The Federal Bank  Limited,EQ,06-Jan-00,INE860A01027
FEDFINA,Fedbank Financial Services Limited,EQ,06-Aug-18,INE127D01025
FIEMIND,Fiem Industries Limited,EQ,08-Nov-95,INE040A01034
FILATEX,Filatex India Limited,EQ,17-Nov-17,INE795G01014
FILATFASH,Filatex Fashions Limited,EQ,30-Dec-21,INE558R01013
FINCABLES,Finolex Cables Limited,EQ,10-May-95,INE545A01016
FINEORG,Fine Organic Industries Limited,EQ,15-Mar-95,INE578A01017
FINKURVE,Finkurve Financial Services Limited,EQ,22-Oct-20,INE0AJG01018
FINOPB,Fino Payments Bank Limited,EQ,05-Mar-21,INE694N01015
FINPIPE,Finolex Industries Limited,EQ,19-Feb-08,INE688E01024
FIRSTCRY,Brainbees Solutions Limited,EQ,27-Nov-96,INE978A01027
FISCHER,Fischer Medical Ventures Limited,EQ,11-Apr-03,INE158A01026
FIVESTAR,Five-Star Business Finance Limited,EQ,13-Mar-15,INE782E01017
FLAIR,Flair Writing Industries Limited,EQ,14-Jun-95,INE492A01029
FLEXITUFF,Flexituff Ventures International Limited,EQ,20-Apr-12,INE750M01017
FLUOROCHEM,Gujarat Fluorochemicals Limited,EQ,09-Mar-11,INE548A01028
FMGOETZE,Federal-Mogul Goetze (India) Limited.,EQ,09-Mar-18,INE926X01010
FMNL,Future Market Networks Limited,EQ,19-Jun-07,INE170I01016
FOCUS,Focus Lighting and Fixtures Limited,EQ,14-Feb-01,INE475B01022
FOODSIN,Foods & Inns Limited,EQ,26-Apr-95,INE557A01011
FORCEMOT,FORCE MOTORS LTD,EQ,24-May-07,INE788H01017
FORTIS,Fortis Healthcare Limited,EQ,08-Feb-95,INE049A01027
FOSECOIND,Foseco India Limited,EQ,08-Jan-97,INE038A01020
FRACTAL,Fractal Analytics Limited,EQ,08-May-96,INE310C01029
FSL,Firstsource Solutions Limited,EQ,15-Sep-10,INE531E01026
FUSION,Fusion Finance Limited,EQ,21-Feb-11,INE253A01025
GABRIEL,Gabriel India Limited,EQ,23-Sep-03,INE345A01011
GAEL,Gujarat Ambuja Exports Limited,EQ,17-Jun-98,INE094A01015
GAIL,GAIL (India) Limited,EQ,06-Jul-95,INE030A01027
GALAPREC,Gala Precision Engineering Limited,EQ,26-Dec-19,INE05AN01011
GALAXYSURF,Galaxy Surfactants Limited,EQ,21-Nov-06,INE267A01025
GALLANTT,Gallantt Ispat Limited,EQ,26-Dec-06,INE835D01023
GANDHAR,Gandhar Oil Refinery (India) Limited,EQ,05-Jan-17,INE598C01011
GANDHITUBE,Gandhi Special Tubes Limited,EQ,07-May-18,INE106T01025
GANECOS,Ganesha Ecosphere Limited,EQ,20-Dec-07,INE120D01012
GANESHBE,Ganesh Benzoplast Limited,EQ,09-Feb-23,INE461D01028
GANESHCP,Ganesh Consumer Products Limited,EQ,04-Jul-23,INE0ECP01024
GANESHHOU,GANESH HOUSING LIMITED,EQ,21-Jul-10,INE871K01015
GANGAFORGE,Ganga Forging Limited,EQ,06-Jun-23,INE254N01026
GANGESSECU,Ganges Securities Limited,EQ,03-Feb-21,INE481N01025
GARFIBRES,Garware Technical Fibres Limited,EQ,07-Nov-23,INE0J5401028
GARUDA,Garuda Construction and Engineering Limited,EQ,18-Jul-03,INE671A01010
GATECH,GACM Technologies Limited,EQ,01-Apr-03,INE634A01018
GATECHDVR,GACM Technologies Limited,EQ,27-Dec-21,INE0GSL01024
GATEWAY,Gateway Distriparks Limited,EQ,07-Nov-22,INE05X901010
GAYAHWS,Gayatri Highways Limited,EQ,04-Oct-16,INE495S01016
GEECEE,GeeCee Ventures Limited,EQ,02-Mar-07,INE019C01026
GEEKAYWIRE,Geekay Wires Limited,EQ,01-Sep-05,INE501G01024
GEMAROMA,Gem Aromatics Limited,EQ,19-May-17,INE031A01017
GENCON,Generic Engineering Construction and Projects Limited,EQ,01-Oct-04,INE275B01026
GENESYS,Genesys International Corporation Limited,EQ,05-Dec-22,INE965B01022
GENUSPAPER,Genus Paper & Boards Limited,EQ,23-Mar-07,INE069I01010
GENUSPOWER,Genus Power Infrastructures Limited,EQ,23-Jul-13,INE148I01020
GEOJITFSL,Geojit Financial Services Limited,EQ,12-Oct-20,INE520Y01019
GESHIP,The Great Eastern Shipping Company Limited,EQ,17-Sep-97,INE090A01021
GFLLIMITED,GFL Limited,EQ,27-Sep-17,INE765G01017
GHCL,GHCL Limited,EQ,29-Sep-16,INE726G01019
GHCLTEXTIL,GHCL Textiles Limited,EQ,12-Sep-05,INE483B01026
GICHSGFIN,GIC Housing Finance Limited,EQ,13-Apr-07,INE725G01011
GICRE,General Insurance Corporation of India,EQ,20-Sep-95,INE008A01015
GILLANDERS,Gillanders Arbuthnot & Company Limited,EQ,09-Mar-07,INE669E01016
GILLETTE,Gillette India Limited,EQ,07-Jul-23,INE349Y01013
GINNIFILA,Ginni Filaments Limited,EQ,12-Aug-05,INE043D01016
GIPCL,Gujarat Industries Power Company Limited,EQ,06-Nov-15,INE092T01019
GKENERGY,GK Energy Limited,EQ,27-Dec-22,INE059901020
GKSL,Gujarat Kidney And Super Speciality Limited,EQ,23-Oct-17,INE022Q01020
GKWLIMITED,GKW Limited,EQ,03-Apr-96,INE076C01018
GLAND,Gland Pharma Limited,EQ,29-Mar-95,INE559A01017
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,EQ,26-Apr-95,INE039A01010
GLENMARK,Glenmark Pharmaceuticals Limited,EQ,14-Nov-17,INE133Y01011
GLOBALE,Globale Tessile Limited,EQ,09-Oct-03,INE188B01013
GLOBALVECT,Global Vectra Helicorp Limited,EQ,26-Dec-03,INE203G01027
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,EQ,29-Jan-07,INE204A01010
GLOBECIVIL,Globe Civil Projects Limited,EQ,17-May-05,INE530B01024
GLOBUSSPR,Globus Spirits Limited,EQ,20-Sep-19,INE489L01022
GLOSTERLTD,Gloster Limited,EQ,17-Aug-10,INE886A01014
GLOTTIS,Glottis Limited,EQ,16-Jun-23,INE0LOJ01019
GMBREW,GM Breweries Limited,EQ,06-Apr-15,INE172N01012
GMDCLTD,Gujarat Mineral Development Corporation Limited,EQ,23-Jul-10,INE919H01018
GMMPFAUDLR,GMM Pfaudler Limited,EQ,07-Oct-05,INE547E01014
GMRAIRPORT,GMR AIRPORTS LIMITED,EQ,01-Jul-16,INE452L01012
GMRP&UI,GMR Power and Urban Infra Limited,EQ,08-Oct-08,INE841B01017
GNA,GNA Axles Limited,EQ,03-Jul-96,INE053A01029
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,31-May-00,INE383A01012
GOACARBON,Goa Carbon Limited,EQ,01-Jul-05,INE560A01015
GOCLCORP,GOCL Corporation Limited,EQ,04-Jul-19,INE933S01016
GOCOLORS,Go Fashion (India) Limited,EQ,01-Mar-07,INE562A01011
GODAVARIB,Godavari Biorefineries Limited,EQ,08-Jan-97,INE061A01014
GODFRYPHLP,Godfrey Phillips India Limited,EQ,30-Aug-95,INE323C01030
GODIGIT,Go Digit General Insurance Limited,EQ,20-Dec-23,INE922K01024
GODREJAGRO,Godrej Agrovet Limited,EQ,10-Nov-15,INE646L01027
GODREJCP,Godrej Consumer Products Limited,EQ,02-Feb-21,INE09VQ01012
GODREJIND,Godrej Industries Limited,EQ,07-May-97,INE092B01025
GODREJPROP,Godrej Properties Limited,EQ,29-Apr-22,INE760F01028
GOKEX,Gokaldas Exports Limited,EQ,29-Mar-22,INE803D01021
GOKUL,Gokul Refoils and Solvent Limited,EQ,14-Jan-05,INE873D01024
GOKULAGRO,Gokul Agro Resources Limited,EQ,20-Jun-03,INE156A01020
GOLDIAM,Goldiam International Limited,EQ,21-May-18,INE896L01010
GOLDTECH,AION-TECH SOLUTIONS LIMITED,EQ,02-Nov-11,INE337M01013
GOODLUCK,Goodluck India Limited,EQ,14-Sep-07,INE227G01018
GOPAL,Gopal Snacks Limited,EQ,17-Apr-97,INE681B01017
GPIL,Godawari Power And Ispat limited,EQ,02-Jul-97,INE915B01019
GPPL,Gujarat Pipavav Port Limited,EQ,11-Mar-11,INE611L01021
GPTHEALTH,GPT Healthcare Limited,EQ,28-Jan-98,INE095A01012
GPTINFRA,GPT Infraprojects Limited,EQ,28-Dec-12,INE121J01017
GRANULES,Granules India Limited,EQ,04-Apr-16,INE483S01020
GRAPHITE,Graphite India Limited,EQ,15-Jul-19,INE344S01016
GRASIM,Grasim Industries Limited,EQ,08-Feb-95,INE009A01021
GRAVITA,Gravita India Limited,EQ,15-Apr-99,INE177A01018
GREAVESCOT,Greaves Cotton Limited,EQ,29-Dec-23,INE0DUT01020
GREENLAM,Greenlam Industries Limited,EQ,23-Nov-22,INE510W01014
GREENPANEL,Greenpanel Industries Limited,EQ,21-Dec-23,INE616N01034
GREENPLY,Greenply Industries Limited,EQ,09-Apr-15,INE066P01011
GREENPOWER,Orient Green Power Company Limited,EQ,30-May-07,INE070I01018
GRINDWELL,Grindwell Norton Limited,EQ,18-Dec-14,INE306R01017
GRINFRA,G R Infraprojects Limited,EQ,16-Sep-21,INE575C01027
GRMOVER,GRM Overseas Limited,EQ,07-Dec-00,INE565A01014
